0,202
0,1300
0,1301
0,1302
0,1305
0,1306
0,1312
0,1313
0,1362
0,2202
0,2837
0,3527
0,3553
0,3557
0,4394
0,4438
0,4440
0,4441
0,4489
0,4719
0,4729
0,4745
0,4765
0,4774
0,4775
0,4777
0,4828
0,4830
0,4944
0,4946
0,4948
0,4950
0,4952
0,4954
0,4963
0,4965
0,4967
0,4969
0,4971
0,4973
0,4975
0,5555
0,5705
0,5711
0,5888
0,6594
0,6983
0,7073
0,7094
0,7095
0,7394
0,7535
0,7915
0,8320
0,8479
0,8554
0,8571
0,8578
0,8600
0,8636
0,8637
0,8638
0,8639
0,8640
0,8641
0,8644
0,8645
0,8650
0,8652
0,8684
0,8724
0,8732
0,8736
0,8759
0,8760
0,8761
0,8821
0,8975
0,9994
0,10358
0,10423
0,10435
0,10443
0,10447
0,10455
0,10459
0,10784
0,10785
0,10870
0,10879
0,10888
0,10892
0,10893
0,10894
0,10920
0,11600
0,11606
0,11613
0,11614
0,11615
0,11618
0,11621
0,11626
0,11628
0,11630
0,11644
0,11647
0,11648
0,11649
0,11652
0,11653
0,11686
0,11730
0,11731
0,11732
0,11733
0,11734
0,11735
0,11736
0,11737
0,11738
0,11739
0,11740
0,11741
0,11742
0,11743
0,11744
0,11745
0,11783
0,11879
0,11883
0,13937
0,14016
0,14018
0,14028
0,14032
0,14038
0,14040
0,14041
0,14047
0,14055
0,14061
0,14065
0,14066
0,14067
0,14071
0,14078
0,14083
0,14096
0,14102
0,14104
0,14108
0,14123
0,14124
0,14142
0,14147
0,14154
0,14164
0,14165
0,14170
0,14177
0,14183
0,14194
0,14195
0,14199
0,14207
0,14212
0,14218
0,14226
0,14239
0,14256
0,14262
0,14264
0,14268
0,14269
0,14275
0,14289
0,14294
0,14296
0,14299
0,14308
0,14310
0,14317
0,14319
0,14324
0,14328
0,14331
0,14332
0,14338
0,14349
0,14350
0,14354
0,14373
0,14379
0,14380
0,14386
0,14389
0,14400
0,14408
0,14412
0,14415
0,14416
0,14422
0,14427
0,14436
0,14443
0,14444
0,14446
0,14460
0,14474
0,14478
0,14482
0,14485
0,14490
0,14492
0,14502
0,14503
0,14504
0,14506
0,14515
0,14519
0,14520
0,14526
0,14527
0,14536
0,14541
0,14542
0,14560
0,14562
0,14564
0,14568
0,14579
0,14583
0,14590
0,14592
0,14594
0,14598
0,14604
0,14607
0,14611
0,14618
0,14620
0,14624
0,14625
0,14636
0,14638
0,14639
0,14646
0,14647
0,14649
0,14653
0,14654
0,14656
0,14658
0,14660
0,14667
0,14669
0,14674
0,14676
0,14680
0,14691
0,14698
0,14699
0,14702
0,14706
0,14712
0,14714
0,14722
0,14723
0,14737
0,14740
0,14746
0,14750
0,14751
0,14757
0,14763
0,14768
0,14774
0,14776
0,14786
0,14788
0,14789
0,14790
0,14791
0,14802
0,14804
0,14807
0,14808
0,14812
0,14814
0,14815
0,14821
0,14823
0,14826
0,14828
0,14834
0,14835
0,14845
0,14849
0,14860
0,14863
0,14864
0,14870
0,14877
0,14878
0,14879
0,14880
0,14883
0,14893
0,14894
0,14902
0,14906
0,14908
0,14910
0,14911
